race,race_name,stage_number,stage,stage_date,distance,elev_gain,climb_urls,startlist_quality,profile_score,finish_type
race/world-championship/2018,World Championships ME - Road Race,,,2018-09-30,258.0,5020,[],1374,265,Sprint of small group
race/world-championship/2019,World Championships ME - Road Race,,,2019-09-29,260.7,3220,[],1443,82,Sprint of small group
race/world-championship/2020,World Championships ME - Road Race,,,2020-09-27,258.2,4662,[],1008,208,12 km solo
race/world-championship/2021,World Championships ME - Road Race,,,2021-09-26,268.3,2250,[],1357,54,17.4 km solo
race/world-championship/2022,World Championships ME - Road Race,,,2022-09-25,266.9,4167,[],1052,160,25.8 km solo
race/world-championship/2023,World Championships ME - Road Race,,,2023-08-06,271.1,3385,[],1115,73,22.3 km solo
race/amstel-gold-race/2018,Amstel Gold Race,,,2018-04-15,263.0,3496,[],1139,103,Sprint à deux
race/amstel-gold-race/2019,Amstel Gold Race,,,2019-04-21,265.7,3536,[],1020,108,Sprint of 18 riders
race/amstel-gold-race/2021,Amstel Gold Race,,,2021-04-18,218.6,2893,[],1089,81,Sprint of small group
race/amstel-gold-race/2022,Amstel Gold Race,,,2022-04-10,254.1,3460,[],705,112,Sprint à deux
race/amstel-gold-race/2023,Amstel Gold Race,,,2023-04-16,253.6,3290,[],770,109,28.2 km solo
race/milano-sanremo/2018,Milano-Sanremo,,,2018-03-17,294.0,2143,[],1096,61,7.1 km solo
race/milano-sanremo/2019,Milano-Sanremo,,,2019-03-23,291.0,2060,[],1171,60,Sprint of 41 riders
race/milano-sanremo/2020,Milano-Sanremo,,,2020-08-08,305.0,2803,[],1005,68,Sprint à deux
race/milano-sanremo/2021,Milano-Sanremo,,,2021-03-20,299.0,2020,[],1088,59,Sprint à deux
race/milano-sanremo/2022,Milano-Sanremo,,,2022-03-19,293.0,2096,[],938,63,4.3 km solo
race/milano-sanremo/2023,Milano-Sanremo,,,2023-03-18,294.0,2154,[],1047,63,5.5 km solo
race/liege-bastogne-liege/2018,Liège - Bastogne - Liège,,,2018-04-22,258.5,4109,[],1168,178,18 km solo
race/liege-bastogne-liege/2019,Liège - Bastogne - Liège,,,2019-04-28,256.0,4075,[],1087,158,13 km solo
race/liege-bastogne-liege/2020,Liège - Bastogne - Liège,,,2020-10-04,257.0,4353,[],867,182,Sprint of small group
race/liege-bastogne-liege/2021,Liège - Bastogne - Liège,,,2021-04-25,259.1,4352,[],1147,181,Sprint of small group
race/liege-bastogne-liege/2022,Liège - Bastogne - Liège,,,2022-04-24,257.2,4342,[],1101,182,14.4 km solo
race/liege-bastogne-liege/2023,Liège - Bastogne - Liège,,,2023-04-23,258.1,4443,[],1042,175,29.9 km solo
race/il-lombardia/2018,Il Lombardia,,,2018-10-13,241.0,3867,[],1025,257,13.9 km solo
race/il-lombardia/2019,Il Lombardia,,,2019-10-12,243.0,4087,[],1039,266,18.3 km solo
race/il-lombardia/2020,Il Lombardia,,,2020-08-15,231.0,3975,[],589,260,6.3 km solo
race/il-lombardia/2021,Il Lombardia,,,2021-10-09,239.0,4659,[],1069,210,Sprint à deux
race/il-lombardia/2022,Il Lombardia,,,2022-10-08,253.0,4852,[],1019,278,Sprint à deux
race/il-lombardia/2023,Il Lombardia,,,2023-10-07,238.0,4646,[],1099,206,31 km solo
race/la-fleche-wallone/2018,La Flèche Wallonne,,,2018-04-18,198.5,3257,[],1053,187,0.3 km solo
race/la-fleche-wallone/2019,La Flèche Wallonne,,,2019-04-24,195.0,2930,[],1017,179,Sprint à deux
race/la-fleche-wallone/2020,La Flèche Wallonne,,,2020-09-30,202.0,3124,[],601,167,Sprint of small group
race/la-fleche-wallone/2021,La Flèche Wallonne,,,2021-04-21,193.6,2981,[],1071,158,Sprint à deux
race/la-fleche-wallone/2022,La Flèche Wallonne,,,2022-04-20,202.1,3160,[],971,173,Sprint à deux
race/la-fleche-wallone/2023,La Flèche Wallonne,,,2023-04-19,194.3,3092,[],915,167,Sprint of small group
race/paris-roubaix/2018,Paris - Roubaix,,,2018-04-08,257.0,1309,[],811,4,Sprint à deux
race/paris-roubaix/2019,Paris - Roubaix,,,2019-04-14,257.0,1334,[],690,5,Sprint à deux
race/paris-roubaix/2021,Paris - Roubaix,,,2021-10-03,257.7,1360,[],982,5,Sprint of small group
race/paris-roubaix/2022,Paris - Roubaix,,,2022-04-17,257.2,1362,[],747,5,19.5 km solo
race/paris-roubaix/2023,Paris - Roubaix,,,2023-04-09,256.6,1380,[],775,4,15.1 km solo
race/ronde-van-vlaanderen/2018,Ronde van Vlaanderen,,,2018-04-01,264.7,2166,[],920,78,19 km solo
race/ronde-van-vlaanderen/2019,Ronde van Vlaanderen,,,2019-04-07,267.0,2164,[],881,72,17 km solo
race/ronde-van-vlaanderen/2020,Ronde van Vlaanderen,,,2020-10-18,243.3,2014,[],804,79,Sprint à deux
race/ronde-van-vlaanderen/2021,Ronde van Vlaanderen,,,2021-04-04,254.3,2198,[],872,81,Sprint à deux
race/ronde-van-vlaanderen/2022,Ronde van Vlaanderen,,,2022-04-03,272.5,2289,[],759,79,Sprint of small group
race/ronde-van-vlaanderen/2023,Ronde van Vlaanderen,,,2023-04-02,273.4,2185,[],918,76,17 km solo
race/gent-wevelgem/2018,Gent-Wevelgem,,,2018-03-25,251.1,1532,[],867,46,Sprint of 19 riders
race/gent-wevelgem/2019,Gent-Wevelgem,,,2019-03-31,249.5,1511,[],887,37,Sprint of large group
race/gent-wevelgem/2020,Gent-Wevelgem,,,2020-10-11,232.5,1360,[],682,33,Sprint of small group
race/gent-wevelgem/2021,Gent-Wevelgem,,,2021-03-28,250.0,1425,[],797,36,Sprint of small group
race/gent-wevelgem/2022,Gent-Wevelgem,,,2022-03-27,248.8,1377,[],832,35,Sprint of small group
race/gent-wevelgem/2023,Gent-Wevelgem,,,2023-03-26,260.9,1375,[],911,34,Other
race/san-sebastian/2018,Donostia San Sebastian Klasikoa,,,2018-08-04,228.7,4130,[],790,172,Sprint à deux
race/san-sebastian/2019,Donostia San Sebastian Klasikoa,,,2019-08-03,227.3,3980,[],785,188,8.8 km solo
race/san-sebastian/2021,Donostia San Sebastian Klasikoa,,,2021-07-31,223.5,4113,[],645,225,Sprint of small group
race/san-sebastian/2022,Donostia San Sebastian Klasikoa,,,2022-07-30,224.8,4147,[],724,231,44.5 km solo
race/san-sebastian/2023,Donostia San Sebastian Klasikoa,,,2023-07-29,230.3,4057,[],787,189,Sprint à deux
race/tour-de-france/2018,Tour de France,1,race/tour-de-france/2018/stage-1,2018-07-07,201.0,454,[],1689,2,Sprint of large group
race/tour-de-france/2018,Tour de France,2,race/tour-de-france/2018/stage-2,2018-07-08,182.5,1395,[],1689,14,Sprint of large group
race/tour-de-france/2018,Tour de France,3,race/tour-de-france/2018/stage-3,2018-07-09,35.5,387,[],1689,13,Time Trial
race/tour-de-france/2018,Tour de France,4,race/tour-de-france/2018/stage-4,2018-07-10,195.0,1155,[],1689,14,Sprint of large group
race/tour-de-france/2018,Tour de France,5,race/tour-de-france/2018/stage-5,2018-07-11,204.5,2704,[],1689,107,Sprint of large group
race/tour-de-france/2018,Tour de France,6,race/tour-de-france/2018/stage-6,2018-07-12,181.0,2027,[],1689,95,1.1 km solo
race/tour-de-france/2018,Tour de France,7,race/tour-de-france/2018/stage-7,2018-07-13,231.0,2255,[],1689,40,Sprint of large group
race/tour-de-france/2018,Tour de France,8,race/tour-de-france/2018/stage-8,2018-07-14,181.0,1284,[],1689,17,Sprint of large group
race/tour-de-france/2018,Tour de France,9,race/tour-de-france/2018/stage-9,2018-07-15,156.5,618,[],1689,1,Sprint of 27 riders
race/tour-de-france/2018,Tour de France,10,race/tour-de-france/2018/stage-10,2018-07-17,158.5,4254,[],1689,320,29.4 km solo
race/tour-de-france/2018,Tour de France,11,race/tour-de-france/2018/stage-11,2018-07-18,108.5,4093,[],1689,349,0.4 km solo
race/tour-de-france/2018,Tour de France,12,race/tour-de-france/2018/stage-12,2018-07-19,175.5,5362,[],1689,405,Sprint of small group
race/tour-de-france/2018,Tour de France,13,race/tour-de-france/2018/stage-13,2018-07-20,169.5,1302,[],1689,46,Sprint of large group
race/tour-de-france/2018,Tour de France,14,race/tour-de-france/2018/stage-14,2018-07-21,188.0,3365,[],1689,189,2 km solo
race/tour-de-france/2018,Tour de France,15,race/tour-de-france/2018/stage-15,2018-07-22,181.0,2917,[],1689,118,Sprint of 15 riders
race/tour-de-france/2018,Tour de France,16,race/tour-de-france/2018/stage-16,2018-07-24,218.0,3521,[],1689,202,? km solo
race/tour-de-france/2018,Tour de France,17,race/tour-de-france/2018/stage-17,2018-07-25,65.0,3274,[],1689,428,8 km solo
race/tour-de-france/2018,Tour de France,18,race/tour-de-france/2018/stage-18,2018-07-26,171.0,1312,[],1689,34,Sprint of large group
race/tour-de-france/2018,Tour de France,19,race/tour-de-france/2018/stage-19,2018-07-27,200.5,5046,[],1689,290,8 km solo
race/tour-de-france/2018,Tour de France,20,race/tour-de-france/2018/stage-20,2018-07-28,31.0,543,[],1689,46,Time Trial
race/tour-de-france/2018,Tour de France,21,race/tour-de-france/2018/stage-21,2018-07-29,116.0,732,[],1689,6,Sprint of large group
race/tour-de-france/2019,Tour de France,1,race/tour-de-france/2019/stage-1,2019-07-06,194.5,1582,[],1699,20,Sprint of large group
race/tour-de-france/2019,Tour de France,2,race/tour-de-france/2019/stage-2,2019-07-07,27.6,267,[],1699,7,Time Trial
race/tour-de-france/2019,Tour de France,3,race/tour-de-france/2019/stage-3,2019-07-08,215.0,2299,[],1699,97,16 km solo
race/tour-de-france/2019,Tour de France,4,race/tour-de-france/2019/stage-4,2019-07-09,213.5,1555,[],1699,32,Sprint of large group
race/tour-de-france/2019,Tour de France,5,race/tour-de-france/2019/stage-5,2019-07-10,175.5,2325,[],1699,132,Sprint of large group
race/tour-de-france/2019,Tour de France,6,race/tour-de-france/2019/stage-6,2019-07-11,160.5,3944,[],1699,329,0.1 km solo
race/tour-de-france/2019,Tour de France,7,race/tour-de-france/2019/stage-7,2019-07-12,230.0,2367,[],1699,36,Sprint of large group
race/tour-de-france/2019,Tour de France,8,race/tour-de-france/2019/stage-8,2019-07-13,200.0,3844,[],1699,189,14.1 km solo
race/tour-de-france/2019,Tour de France,9,race/tour-de-france/2019/stage-9,2019-07-14,170.5,2717,[],1699,114,Sprint à deux
race/tour-de-france/2019,Tour de France,10,race/tour-de-france/2019/stage-10,2019-07-15,217.5,3031,[],1699,85,Sprint of large group
race/tour-de-france/2019,Tour de France,11,race/tour-de-france/2019/stage-11,2019-07-17,167.0,1827,[],1699,43,Sprint of large group
race/tour-de-france/2019,Tour de France,12,race/tour-de-france/2019/stage-12,2019-07-18,209.5,3088,[],1699,177,Sprint of 14 riders
race/tour-de-france/2019,Tour de France,13,race/tour-de-france/2019/stage-13,2019-07-19,27.2,391,[],1699,33,Time Trial
race/tour-de-france/2019,Tour de France,14,race/tour-de-france/2019/stage-14,2019-07-20,111.0,3376,[],1699,359,0.2 km solo
race/tour-de-france/2019,Tour de France,15,race/tour-de-france/2019/stage-15,2019-07-21,185.0,4345,[],1699,365,9 km solo
race/tour-de-france/2019,Tour de France,16,race/tour-de-france/2019/stage-16,2019-07-23,177.0,1626,[],1699,29,Sprint of large group
race/tour-de-france/2019,Tour de France,17,race/tour-de-france/2019/stage-17,2019-07-24,200.0,2472,[],1699,85,14 km solo
race/tour-de-france/2019,Tour de France,18,race/tour-de-france/2019/stage-18,2019-07-25,208.0,5215,[],1699,232,26 km solo
race/tour-de-france/2019,Tour de France,19,race/tour-de-france/2019/stage-19,2019-07-26,89.0,2995,[],1699,317,? - let us know!
race/tour-de-france/2019,Tour de France,20,race/tour-de-france/2019/stage-20,2019-07-27,59.5,2228,[],1699,267,12 km solo
race/tour-de-france/2019,Tour de France,21,race/tour-de-france/2019/stage-21,2019-07-28,128.0,781,[],1699,10,Sprint of large group
race/tour-de-france/2020,Tour de France,1,race/tour-de-france/2020/stage-1,2020-08-29,156.0,1597,['location/cote-de-rimiez'],1662,46,Sprint of large group
race/tour-de-france/2020,Tour de France,2,race/tour-de-france/2020/stage-2,2020-08-30,185.0,4066,"['location/col-saint-martin', 'location/col-de-turini', 'location/col-d-eze']",1662,188,Sprint of small group
race/tour-de-france/2020,Tour de France,3,race/tour-de-france/2020/stage-3,2020-08-31,198.0,3003,"['location/col-du-pilon', 'location/col-de-la-faye', 'location/col-des-leques', 'location/col-de-l-orme']",1662,81,Sprint of large group
race/tour-de-france/2020,Tour de France,4,race/tour-de-france/2020/stage-4,2020-09-01,160.5,3200,"['location/col-du-festre', 'location/cote-de-corps', 'location/cote-de-l-aullagnier', 'location/cote-de-saint-leger-les-melezes', 'location/orcieres-merlette']",1662,200,Sprint of small group
race/tour-de-france/2020,Tour de France,5,race/tour-de-france/2020/stage-5,2020-09-02,183.0,1388,"['location/col-de-serre-colon', 'location/cote-de-saint-vincent-de-barres']",1662,31,Sprint of large group
race/tour-de-france/2020,Tour de France,6,race/tour-de-france/2020/stage-6,2020-09-03,191.0,3087,"['location/cap-de-coste', 'location/col-des-mourezes', 'location/col-de-la-lusette']",1662,227,17 km solo
race/tour-de-france/2020,Tour de France,7,race/tour-de-france/2020/stage-7,2020-09-04,168.0,2011,"['location/cote-de-luzencon', 'location/col-de-peyronnenc', 'location/cote-de-paulhe']",1662,47,Sprint of large group
race/tour-de-france/2020,Tour de France,8,race/tour-de-france/2020/stage-8,2020-09-05,141.0,3821,"['location/col-de-mente', 'location/port-de-bales', 'location/col-de-peyresourde']",1662,295,35 km solo
race/tour-de-france/2020,Tour de France,9,race/tour-de-france/2020/stage-9,2020-09-06,153.0,3500,"['location/cote-d-artiguelouve', 'location/col-de-la-hourcere', 'location/col-de-soudet', 'location/col-d-ichere', 'location/col-du-marie-blanque']",1662,239,Sprint of small group
race/tour-de-france/2020,Tour de France,10,race/tour-de-france/2020/stage-10,2020-09-08,168.5,531,[],1662,2,Sprint of large group
race/tour-de-france/2020,Tour de France,11,race/tour-de-france/2020/stage-11,2020-09-09,166.5,1008,['location/cote-de-cherveux'],1662,13,Sprint of large group
race/tour-de-france/2020,Tour de France,12,race/tour-de-france/2020/stage-12,2020-09-10,218.0,3389,"['location/cote-de-saint-martin-terressus', 'location/cote-d-eybouleuf', 'location/cote-de-la-croix-du-pey', 'location/suc-au-may']",1662,142,28 km solo
race/tour-de-france/2020,Tour de France,13,race/tour-de-france/2020/stage-13,2020-09-11,191.5,4459,"['location/col-de-ceyssat', 'location/col-de-guery', 'location/montee-de-la-stele', 'location/cote-de-l-estiade', 'location/cote-d-anglards-de-salers', 'location/col-de-neronne', 'location/pas-de-peyrol']",1662,302,0.1 km solo
race/tour-de-france/2020,Tour de France,14,race/tour-de-france/2020/stage-14,2020-09-12,194.0,2646,"['location/cote-du-chateau-d-aulteribe', 'location/col-du-beal', 'location/cote-de-courreau', 'location/cote-de-la-duchere', 'location/cote-de-la-croix-rousse']",1662,73,3 km solo
race/tour-de-france/2020,Tour de France,15,race/tour-de-france/2020/stage-15,2020-09-13,174.5,3724,"['location/montee-de-la-selle-de-fromentelle', 'location/col-de-la-biche-croix-de-famban', 'location/col-du-grand-colombier']",1662,390,Sprint à deux
race/tour-de-france/2020,Tour de France,16,race/tour-de-france/2020/stage-16,2020-09-15,164.0,3903,"['location/cote-de-virieu', 'location/col-de-porte', 'location/cote-de-revel', 'location/montee-de-saint-nizier-du-moucherotte', 'location/cote-2000']",1662,250,25 km solo
race/tour-de-france/2020,Tour de France,17,race/tour-de-france/2020/stage-17,2020-09-16,170.0,4430,"['location/col-de-la-madeleine', 'location/col-de-la-loze']",1662,444,3.5 km solo
race/tour-de-france/2020,Tour de France,18,race/tour-de-france/2020/stage-18,2020-09-17,175.0,5166,"['location/cormet-de-roselend', 'location/cote-de-la-route-des-villes', 'location/col-des-saisies', 'location/col-des-aravis', 'location/montee-du-plateau-des-glieres']",1662,314,Other
race/tour-de-france/2020,Tour de France,19,race/tour-de-france/2020/stage-19,2020-09-18,166.5,2208,['location/cote-de-chateau-chalon'],1662,77,16 km solo
race/tour-de-france/2020,Tour de France,20,race/tour-de-france/2020/stage-20,2020-09-19,36.2,962,['location/la-planche-des-belles-filles'],1662,135,Time Trial
race/tour-de-france/2020,Tour de France,21,race/tour-de-france/2020/stage-21,2020-09-20,122.0,816,['location/cote-de-beulle'],1662,11,Sprint of large group
race/tour-de-france/2021,Tour de France,1,race/tour-de-france/2021/stage-1,2021-06-26,197.8,2843,"['location/cote-de-trebeolin', 'location/cote-de-rosnoen', 'location/cote-de-locronan', 'location/cote-de-stang-ar-garront', 'location/cote-de-saint-rivoal', 'location/la-croix-neuve']",1646,109,2.2 km solo
race/tour-de-france/2021,Tour de France,2,race/tour-de-france/2021/stage-2,2021-06-27,183.5,2210,"['location/cote-de-sainte-barbe', 'location/cote-de-pordic', 'location/cote-de-saint-brieuc', 'location/cote-du-village-de-mur-de-bretagne', 'location/mur-de-bretagne']",1646,102,0.75 km solo
race/tour-de-france/2021,Tour de France,3,race/tour-de-france/2021/stage-3,2021-06-28,182.9,1534,"['location/cote-de-cadoudal', 'location/cote-de-plumeliau']",1646,34,Sprint of large group
race/tour-de-france/2021,Tour de France,4,race/tour-de-france/2021/stage-4,2021-06-29,150.4,1404,[],1646,24,Sprint of large group
race/tour-de-france/2021,Tour de France,5,race/tour-de-france/2021/stage-5,2021-06-30,27.2,356,[],1646,17,Time Trial
race/tour-de-france/2021,Tour de France,6,race/tour-de-france/2021/stage-6,2021-07-01,160.4,977,['location/cote-de-saint-aignan'],1646,5,Sprint of large group
race/tour-de-france/2021,Tour de France,7,race/tour-de-france/2021/stage-7,2021-07-02,249.1,3120,"['location/cote-de-chateau-chinon', 'location/cote-de-glux-en-glenne', 'location/cote-de-la-croix-de-la-liberation', 'location/signal-d-uchon', 'location/cote-de-la-gourloye']",1646,146,18 km solo
race/tour-de-france/2021,Tour de France,8,race/tour-de-france/2021/stage-8,2021-07-03,150.8,3557,"['location/cote-de-copponex', 'location/cote-de-menthonnex-en-bornes', 'location/cote-de-mont-saxonnex', 'location/col-de-romme', 'location/col-de-la-colombiere']",1646,310,15.4 km solo
race/tour-de-france/2021,Tour de France,9,race/tour-de-france/2021/stage-9,2021-07-04,144.9,4628,"['location/cote-de-domancy', 'location/col-des-saisies', 'location/col-du-pre', 'location/cormet-de-roselend', 'location/montee-de-tignes']",1646,381,17.3 km solo
race/tour-de-france/2021,Tour de France,10,race/tour-de-france/2021/stage-10,2021-07-06,190.7,1488,['location/col-de-couz'],1646,29,Sprint of large group
race/tour-de-france/2021,Tour de France,11,race/tour-de-france/2021/stage-11,2021-07-07,198.9,4671,"['location/cote-de-fontaine-de-vaucluse', 'location/cote-de-gordes', 'location/col-de-la-liguiere', 'location/mont-ventoux']",1646,282,33.1 km solo
race/tour-de-france/2021,Tour de France,12,race/tour-de-france/2021/stage-12,2021-07-08,159.4,2052,['location/cote-du-belvedere-de-tharaux'],1646,52,11.8 km solo
race/tour-de-france/2021,Tour de France,13,race/tour-de-france/2021/stage-13,2021-07-09,219.9,2023,['location/pic-saint-loup'],1646,29,Sprint of large group
race/tour-de-france/2021,Tour de France,14,race/tour-de-france/2021/stage-14,2021-07-10,183.7,2877,"['location/col-du-bac', 'location/col-de-montsegur', 'location/col-de-la-croix-des-morts', 'location/cote-de-galinagues', 'location/col-de-saint-louis']",1646,125,42.7 km solo
race/tour-de-france/2021,Tour de France,15,race/tour-de-france/2021/stage-15,2021-07-11,191.3,4572,"['location/montee-de-mont-louis', 'location/col-de-puymorens', 'location/port-d-envalira', 'location/col-de-beixalis']",1646,234,19.5 km solo
race/tour-de-france/2021,Tour de France,16,race/tour-de-france/2021/stage-16,2021-07-13,169.0,3260,"['location/col-de-port', 'location/col-de-la-core', 'location/col-de-portet-d-aspet', 'location/cote-d-aspret-sarrat']",1646,177,34.6 km solo
race/tour-de-france/2021,Tour de France,17,race/tour-de-france/2021/stage-17,2021-07-14,178.4,4375,"['location/col-de-peyresourde', 'location/col-de-val-louron-azet', 'location/col-du-portet']",1646,450,Sprint of small group
race/tour-de-france/2021,Tour de France,18,race/tour-de-france/2021/stage-18,2021-07-15,129.7,3561,"['location/cote-de-notre-dame-de-pietat', 'location/cote-de-loucrup', 'location/col-du-tourmalet', 'location/luz-ardiden']",1646,367,0.6 km solo
race/tour-de-france/2021,Tour de France,19,race/tour-de-france/2021/stage-19,2021-07-16,207.0,1181,['location/cote-de-bareille'],1646,16,26 km solo
race/tour-de-france/2021,Tour de France,20,race/tour-de-france/2021/stage-20,2021-07-17,30.8,246,[],1646,8,Time Trial
race/tour-de-france/2021,Tour de France,21,race/tour-de-france/2021/stage-21,2021-07-18,108.4,699,['location/cote-des-gres'],1646,14,Sprint of large group
race/tour-de-france/2022,Tour de France,1,race/tour-de-france/2022/stage-1,2022-07-01,13.2,21,[],1551,0,Time Trial
race/tour-de-france/2022,Tour de France,2,race/tour-de-france/2022/stage-2,2022-07-02,202.2,1149,"['location/cote-d-asnaes-indelukke', 'location/cote-d-hove-straede', 'location/cote-de-karup-strandbakke']",1551,11,Sprint of large group
race/tour-de-france/2022,Tour de France,3,race/tour-de-france/2022/stage-3,2022-07-03,182.0,1280,"['location/cote-de-koldingvej', 'location/cote-de-hejlsminde-strand', 'location/cote-de-genner-strand']",1551,16,Sprint of large group
race/tour-de-france/2022,Tour de France,4,race/tour-de-france/2022/stage-4,2022-07-05,171.5,1785,"['location/cote-de-cassel', 'location/cote-de-remilly-wirquin', 'location/cote-de-nielles-les-blequin', 'location/cote-de-harlettes', 'location/cote-du-ventus', 'location/cote-du-cap-blanc-nez']",1551,63,11.6 km solo
race/tour-de-france/2022,Tour de France,5,race/tour-de-france/2022/stage-5,2022-07-06,157.0,601,[],1551,1,Sprint of small group
race/tour-de-france/2022,Tour de France,6,race/tour-de-france/2022/stage-6,2022-07-07,219.9,2477,"['location/cote-des-mazures', 'location/cote-de-montigny-sur-chiers', 'location/cote-de-pulventeux']",1551,85,Sprint of small group
race/tour-de-france/2022,Tour de France,7,race/tour-de-france/2022/stage-7,2022-07-08,176.3,2526,"['location/col-de-grosse-pierre', 'location/col-des-croix', 'location/la-planche-des-belles-filles']",1551,192,Sprint à deux
race/tour-de-france/2022,Tour de France,8,race/tour-de-france/2022/stage-8,2022-07-09,186.3,2556,"['location/cote-du-marechet', 'location/col-des-rousses', 'location/col-du-petra-felix', 'location/cote-du-stade-olympique-lausanne']",1551,87,Sprint of small group
race/tour-de-france/2022,Tour de France,9,race/tour-de-france/2022/stage-9,2022-07-10,192.9,3743,"['location/cote-de-bellevue-chexbres', 'location/col-des-mosses', 'location/col-de-la-croix3', 'location/pas-de-morgins']",1551,223,60.5 km solo
race/tour-de-france/2022,Tour de France,10,race/tour-de-france/2022/stage-10,2022-07-12,148.1,2733,"['location/cote-de-chevenoz', 'location/col-de-jambaz', 'location/cote-de-chatillon-sur-cluses', 'location/montee-de-l-altiport-de-megeve']",1551,143,Sprint of small group
race/tour-de-france/2022,Tour de France,11,race/tour-de-france/2022/stage-11,2022-07-13,151.7,4070,"['location/lacets-de-montvernier', 'location/col-du-telegraphe', 'location/col-du-galibier', 'location/col-de-granon']",1551,400,3.9 km solo
race/tour-de-france/2022,Tour de France,12,race/tour-de-france/2022/stage-12,2022-07-14,165.1,4660,"['location/col-du-galibier', 'location/col-de-la-croix-de-fer', 'location/l-alpe-d-huez']",1551,389,11 km solo
race/tour-de-france/2022,Tour de France,13,race/tour-de-france/2022/stage-13,2022-07-15,192.6,2109,"['location/cote-de-brie', 'location/col-de-parmenie', 'location/cote-de-saint-romain-en-gal']",1551,78,Sprint of small group
race/tour-de-france/2022,Tour de France,14,race/tour-de-france/2022/stage-14,2022-07-16,192.5,3441,"['location/cote-de-saint-just-malmont', 'location/cote-de-chataignier', 'location/cote-de-grandrieu', 'location/cote-de-la-fage', 'location/cote-de-la-croix-neuve']",1551,170,1.9 km solo
race/tour-de-france/2022,Tour de France,15,race/tour-de-france/2022/stage-15,2022-07-17,202.5,2416,"['location/cote-d-ambialet', 'location/cote-des-cammazes']",1551,64,Sprint of large group
race/tour-de-france/2022,Tour de France,16,race/tour-de-france/2022/stage-16,2022-07-19,178.5,3418,"['location/cote-de-saint-hilaire-aude', 'location/col-de-l-espinas', 'location/port-de-lers', 'location/mur-de-peguere']",1551,204,39 km solo
race/tour-de-france/2022,Tour de France,17,race/tour-de-france/2022/stage-17,2022-07-20,129.7,3364,"['location/col-d-aspin', 'location/hourquette-d-ancizan', 'location/col-de-val-louron-azet', 'location/montee-de-peyragudes']",1551,324,Sprint à deux
race/tour-de-france/2022,Tour de France,18,race/tour-de-france/2022/stage-18,2022-07-21,143.2,4036,"['location/col-d-aubisque', 'location/col-de-spandelles', 'location/hautacam']",1551,408,3.6 km solo
race/tour-de-france/2022,Tour de France,19,race/tour-de-france/2022/stage-19,2022-07-22,188.3,1316,"['location/cote-de-la-cite-medievale-de-lauzerte', 'location/cote-de-saint-daunes']",1551,35,0.4 km solo
race/tour-de-france/2022,Tour de France,20,race/tour-de-france/2022/stage-20,2022-07-23,40.7,434,[],1551,39,Time Trial
race/tour-de-france/2022,Tour de France,21,race/tour-de-france/2022/stage-21,2022-07-24,115.6,748,['location/cote-du-pave-des-gardes'],1551,13,Sprint of large group
race/tour-de-france/2023,Tour de France,1,race/tour-de-france/2023/stage-1,2023-07-01,182.0,3221,"['location/cote-de-laukiz', 'location/alto-de-san-juan-de-gaztelugatxe', 'location/alto-de-morga', 'location/alto-el-vivero', 'location/alto-pike']",1584,166,0.35 km solo
race/tour-de-france/2023,Tour de France,2,race/tour-de-france/2023/stage-2,2023-07-02,208.9,2949,"['location/puerto-de-udana', 'location/alto-de-aztiria', 'location/alkiza', 'location/gurutze', 'location/alto-de-jaizkibel']",1584,141,0.95 km solo
race/tour-de-france/2023,Tour de France,3,race/tour-de-france/2023/stage-3,2023-07-03,193.5,2667,"['location/trabakua', 'location/milloi', 'location/alto-de-itziar', 'location/alto-orioko-benta']",1584,68,Sprint of large group
race/tour-de-france/2023,Tour de France,4,race/tour-de-france/2023/stage-4,2023-07-04,181.8,1427,['location/cote-de-demu'],1584,20,Sprint of large group
race/tour-de-france/2023,Tour de France,5,race/tour-de-france/2023/stage-5,2023-07-05,162.7,3652,"['location/col-de-soudet', 'location/col-d-ichere', 'location/col-du-marie-blanque']",1584,239,20.2 km solo
race/tour-de-france/2023,Tour de France,6,race/tour-de-france/2023/stage-6,2023-07-06,144.9,3894,"['location/cote-de-capvern-les-bains', 'location/col-d-aspin', 'location/col-du-tourmalet', 'location/cauterets-cambasque']",1584,310,2.7 km solo
race/tour-de-france/2023,Tour de France,7,race/tour-de-france/2023/stage-7,2023-07-07,169.9,808,['location/cote-de-beguey'],1584,7,Sprint of large group
race/tour-de-france/2023,Tour de France,8,race/tour-de-france/2023/stage-8,2023-07-08,200.7,1996,"['location/cote-de-champs-romain', 'location/cote-de-masmont', 'location/cote-de-condat-sur-vienne']",1584,61,Sprint of large group
race/tour-de-france/2023,Tour de France,9,race/tour-de-france/2023/stage-9,2023-07-09,182.4,3441,"['location/cote-de-felletin', 'location/cote-de-pontcharraud', 'location/cote-de-pontaumur', 'location/puy-de-dome']",1584,273,0.44 km solo
race/tour-de-france/2023,Tour de France,10,race/tour-de-france/2023/stage-10,2023-07-11,167.2,3151,"['location/col-de-la-moreno', 'location/col-de-guery', 'location/col-de-la-croix-saint-robert', 'location/cote-de-saint-victor-la-riviere', 'location/cote-de-la-chapelle-marcousse']",1584,118,Sprint of small group
race/tour-de-france/2023,Tour de France,11,race/tour-de-france/2023/stage-11,2023-07-12,179.3,1873,"['location/cote-de-chaptuzat-haut', 'location/cote-du-mercurol', 'location/cote-de-la-croix-blanche-puy-de-dome']",1584,34,Sprint of large group
